"calf_id","calf_sex","weight","sample_week","agro_ecological_zones"
"CA030710204","M","NA",41,"Otimong (7)"
"CA051910562","M","35",31,"Bujwanga (19)"
"CA051910569","M","NA",36,"Bujwanga (19)"
"CA041710500","F","NA",46,"Kodiere (17)"
"CA041710506","M","38",26,"Kodiere (17)"
"CA041710501","M","NA",46,"Kodiere (17)"
"CA010310086","F","33",21,"Kokare (3)"
"CA010310083","F","NA",36,"Kokare (3)"
"CA010310084","F","46",31,"Kokare (3)"
"CA010310088","M","53",21,"Kokare (3)"
"CA010310085","M","51",21,"Kokare (3)"
"CA030910265","F","65",26,"Bulwani (9)"
"CA030910267","F","36",26,"Bulwani (9)"
"CA030910268","M","38",21,"Bulwani (9)"
"CA030910264","F","53",31,"Bulwani (9)"
"CA030910266","M","45",26,"Bulwani (9)"
"CA030910261","M","NA",41,"Bulwani (9)"
"CA051810537","F","NA",21,"Luanda (18)"
"CA051810536","F","NA",26,"Luanda (18)"
"CA051810533","M","NA",36,"Luanda (18)"
"CA031410410","F","NA",46,"Simur East (14)"
"CA031410412","M","NA",41,"Simur East (14)"
"CA031410413","M","NA",36,"Simur East (14)"
"CA031410417","M","33",21,"Simur East (14)"
"CA031410416","F","48",21,"Simur East (14)"
"CA010210051","M","NA",41,"Kidera (2)"
"CA010210056","M","NA",26,"Kidera (2)"
"CA010210052","M","NA",41,"Kidera (2)"
"CA010210053","F","NA",36,"Kidera (2)"
"CA031010291","M","NA",46,"Bukati (10)"
"CA031010296","M","46",26,"Bukati (10)"
"CA041510446","M","26",21,"Namboboto (15)"
"CA041510445","F","NA",26,"Namboboto (15)"
"CA052010591","F","NA",41,"Magombe East (20)"
"CA052010592","F","NA",41,"Magombe East (20)"
"CA052010593","M","NA",36,"Magombe East (20)"
"CA020510145","M","43",26,"Kamunuoit (5)"
"CA020510147","M","45",26,"Kamunuoit (5)"
"CA020510144","F","NA",36,"Kamunuoit (5)"
"CA020510141","M","NA",46,"Kamunuoit (5)"
"CA020510146","M","51",26,"Kamunuoit (5)"
"CA031110323","F","NA",41,"Ikonzo (11)"
"CA031110328","M","55",26,"Ikonzo (11)"
"CA031110326","M","51",26,"Ikonzo (11)"
"CA031110327","M","34",26,"Ikonzo (11)"
"CA031110324","M","NA",36,"Ikonzo (11)"
"CA031010299","M","34",21,"Bukati (10)"
"CA031010295","M","NA",31,"Bukati (10)"
"CA031010294","F","NA",36,"Bukati (10)"
"CA041610476","M","43",21,"Ojwando B (16)"
"CA020410116","F","68",31,"Mabusi (4)"
"CA020410114","F","NA",36,"Mabusi (4)"
"CA020410112","M","NA",41,"Mabusi (4)"
"CA020410110","F","79.5",51,"Mabusi (4)"
"CA030710205","M","NA",36,"Otimong (7)"
"CA030710206","F","57",31,"Otimong (7)"
"CA051910565","M","34",26,"Bujwanga (19)"
"CA051910561","M","NA",41,"Bujwanga (19)"
"CA051910559","F","NA",46,"Bujwanga (19)"
"CA041710498","F","61.5",51,"Kodiere (17)"
"CA041710499","M","64.5",51,"Kodiere (17)"
"CA010310078","F","50.5",51,"Kokare (3)"
"CA010310087","M","41",21,"Kokare (3)"
"CA010310081","M","NA",46,"Kokare (3)"
"CA010310079","F","54.5",51,"Kokare (3)"
"CA030910258","M","39",51,"Bulwani (9)"
"CA030910262","M","NA",36,"Bulwani (9)"
"CA030910263","F","NA",36,"Bulwani (9)"
"CA030910260","M","NA",46,"Bulwani (9)"
"CA051810530","F","NA",46,"Luanda (18)"
"CA051810529","F","63",51,"Luanda (18)"
"CA031410415","M","34",31,"Simur East (14)"
"CA031410411","F","NA",41,"Simur East (14)"
"CA031410409","M","95.5",51,"Simur East (14)"
"CA010210049","M","79",51,"Kidera (2)"
"CA010210050","M","67",51,"Kidera (2)"
"CA010210055","M","51",31,"Kidera (2)"
"CA031010289","M","55",51,"Bukati (10)"
"CA031010292","M","NA",41,"Bukati (10)"
"CA031010293","M","NA",41,"Bukati (10)"
"CA031010290","F","44",51,"Bukati (10)"
"CA020510139","F","66",51,"Kamunuoit (5)"
"CA020510143","F","NA",36,"Kamunuoit (5)"
"CA020510148","M","41",21,"Kamunuoit (5)"
"CA031110322","F","NA",41,"Ikonzo (11)"
"CA031110321","M","NA",41,"Ikonzo (11)"
"CA030810230","F","63",51,"Igero (8)"
"CA030810231","F","NA",46,"Igero (8)"
"CA031110319","M","54",51,"Ikonzo (11)"
"CA031110320","M","NA",46,"Ikonzo (11)"
"CA030810229","M","61",51,"Igero (8)"
"CA030810238","F","55",26,"Igero (8)"
"CA031310388","M","42",26,"Yiro West (13)"
"CA031310387","F","42",31,"Yiro West (13)"
"CA031310383","F","NA",36,"Yiro West (13)"
"CA031310385","F","NA",36,"Yiro West (13)"
"CA010110025","F","NA",41,"East Siboti (1)"
"CA010110029","M","51",26,"East Siboti (1)"
"CA010110023","F","NA",46,"East Siboti (1)"
"CA010110024","M","NA",41,"East Siboti (1)"
"CA020610173","M","NA",46,"Karisa (6)"
"CA020610177","F","NA",36,"Karisa (6)"
"CA020610174","M","NA",41,"Karisa (6)"
"CA020610179","M","42",26,"Karisa (6)"
"CA031210355","F","49",26,"Bumala A (12)"
"CA031210353","M","56",31,"Bumala A (12)"
"CA031210351","F","NA",36,"Bumala A (12)"
"CA031210354","F","NA",31,"Bumala A (12)"
"CA041610477","M","39",26,"Ojwando B (16)"
"CA041610473","F","NA",36,"Ojwando B (16)"
"CA041610472","F","NA",41,"Ojwando B (16)"
"CA020410113","M","NA",41,"Mabusi (4)"
"CA020410118","M","60",26,"Mabusi (4)"
"CA020410119","M","55",26,"Mabusi (4)"
"CA030710208","F","NA",31,"Otimong (7)"
"CA030710207","F","46",31,"Otimong (7)"
"CA030710206","F","NA",36,"Otimong (7)"
"CA030710204","M","NA",46,"Otimong (7)"
"CA051910569","M","NA",41,"Bujwanga (19)"
"CA051910562","M","NA",36,"Bujwanga (19)"
"CA041710506","M","35",31,"Kodiere (17)"
"CA030810233","M","NA",41,"Igero (8)"
"CA030810232","F","NA",46,"Igero (8)"
"CA030810236","M","46",26,"Igero (8)"
"CA030810235","F","68",31,"Igero (8)"
"CA031310386","M","56",31,"Yiro West (13)"
"CA031310384","M","NA",36,"Yiro West (13)"
"CA031310382","F","NA",46,"Yiro West (13)"
"CA010110022","F","86.5",51,"East Siboti (1)"
"CA010110026","M","NA",36,"East Siboti (1)"
"CA020610178","F","60",31,"Karisa (6)"
"CA020610175","F","NA",46,"Karisa (6)"
"CA020610176","M","NA",36,"Karisa (6)"
"CA031210347","M","76",51,"Bumala A (12)"
"CA031210349","M","NA",46,"Bumala A (12)"
"CA031210346","F","63",51,"Bumala A (12)"
"CA031210348","F","NA",46,"Bumala A (12)"
"CA041610471","F","NA",41,"Ojwando B (16)"
"CA041610476","M","46",26,"Ojwando B (16)"
"CA020410117","F","84",31,"Mabusi (4)"
"CA020410112","M","NA",46,"Mabusi (4)"
"CA020410114","F","NA",41,"Mabusi (4)"
"CA020410116","F","NA",36,"Mabusi (4)"
"CA030710205","M","NA",41,"Otimong (7)"
"CA041710500","F","73",51,"Kodiere (17)"
"CA010310087","M","46",26,"Kokare (3)"
"CA031410411","F","NA",46,"Simur East (14)"
"CA031410414","F","NA",36,"Simur East (14)"
"CA031410415","M","NA",36,"Simur East (14)"
"CA010210053","F","NA",41,"Kidera (2)"
"CA010210055","M","NA",36,"Kidera (2)"
"CA010210057","F","54",31,"Kidera (2)"
"CA031010296","M","44",31,"Bukati (10)"
"CA031010291","M","65",51,"Bukati (10)"
"CA031010292","M","NA",46,"Bukati (10)"
"CA031010293","M","NA",46,"Bukati (10)"
"CA052010592","F","NA",46,"Magombe East (20)"
"CA052010593","M","NA",41,"Magombe East (20)"
"CA052010591","F","NA",46,"Magombe East (20)"
"CA041510446","M","28",26,"Namboboto (15)"
"CA020510141","M","61",51,"Kamunuoit (5)"
"CA020510144","F","NA",41,"Kamunuoit (5)"
"CA020510146","M","50",31,"Kamunuoit (5)"
"CA020510143","F","NA",41,"Kamunuoit (5)"
"CA020510147","M","52",31,"Kamunuoit (5)"
"CA020510145","M","45",31,"Kamunuoit (5)"
"CA020510148","M","37",26,"Kamunuoit (5)"
"CA031110321","M","NA",46,"Ikonzo (11)"
"CA031110327","M","41",31,"Ikonzo (11)"
"CA031110320","M","70",51,"Ikonzo (11)"
"CA031110322","F","NA",46,"Ikonzo (11)"
"CA031110326","M","56",31,"Ikonzo (11)"
"CA031110328","M","59",31,"Ikonzo (11)"
"CA010310081","M","58",51,"Kokare (3)"
"CA051810530","F","47",51,"Luanda (18)"
"CA010310086","F","37",26,"Kokare (3)"
"CA030910260","M","52",51,"Bulwani (9)"
"CA030910263","F","NA",41,"Bulwani (9)"
"CA030910262","M","NA",41,"Bulwani (9)"
"CA030910265","F","74",31,"Bulwani (9)"
"CA031410410","F","55",51,"Simur East (14)"
"CA031110324","M","NA",41,"Ikonzo (11)"
"CA031110323","F","NA",46,"Ikonzo (11)"
"CA030810238","F","59",31,"Igero (8)"
"CA030810232","F","73",51,"Igero (8)"
"CA030810231","F","66",51,"Igero (8)"
"CA030810236","M","50",31,"Igero (8)"
"CA030810235","F","NA",36,"Igero (8)"
"CA030810233","M","NA",46,"Igero (8)"
"CA031310388","M","50",31,"Yiro West (13)"
"CA031310382","F","60",51,"Yiro West (13)"
"CA031310384","M","NA",41,"Yiro West (13)"
"CA031310386","M","NA",36,"Yiro West (13)"
"CA031310383","F","NA",41,"Yiro West (13)"
"CA031310387","F","NA",36,"Yiro West (13)"
"CA031310385","F","NA",41,"Yiro West (13)"
"CA010110025","F","NA",46,"East Siboti (1)"
"CA010110029","M","45",31,"East Siboti (1)"
"CA010110023","F","64.5",51,"East Siboti (1)"
"CA010110026","M","NA",41,"East Siboti (1)"
"CA010110024","M","NA",46,"East Siboti (1)"
"CA020610176","M","NA",41,"Karisa (6)"
"CA020610175","F","106",51,"Karisa (6)"
"CA020610173","M","129",51,"Karisa (6)"
"CA041510445","F","66",31,"Namboboto (15)"
"CA051910559","F","62",51,"Bujwanga (19)"
"CA051910565","M","42",31,"Bujwanga (19)"
"CA051910561","M","NA",46,"Bujwanga (19)"
"CA010310083","F","NA",41,"Kokare (3)"
"CA010310084","F","NA",36,"Kokare (3)"
"CA010310088","M","59",26,"Kokare (3)"
"CA010310085","M","55",26,"Kokare (3)"
"CA030910261","M","NA",46,"Bulwani (9)"
"CA030910267","F","35",31,"Bulwani (9)"
"CA030910268","M","38",26,"Bulwani (9)"
"CA030910264","F","NA",36,"Bulwani (9)"
"CA030910266","M","44",31,"Bulwani (9)"
"CA051810537","F","NA",26,"Luanda (18)"
"CA051810536","F","48",31,"Luanda (18)"
"CA051810533","M","NA",41,"Luanda (18)"
"CA031410412","M","NA",46,"Simur East (14)"
"CA031410413","M","NA",41,"Simur East (14)"
"CA031410417","M","35",26,"Simur East (14)"
"CA031410416","F","49",26,"Simur East (14)"
"CA010210052","M","NA",46,"Kidera (2)"
"CA010210056","M","69",31,"Kidera (2)"
"CA010210051","M","NA",46,"Kidera (2)"
"CA031010299","M","35",26,"Bukati (10)"
"CA031010295","M","NA",36,"Bukati (10)"
"CA031010294","F","NA",41,"Bukati (10)"
"CA051910562","M","NA",41,"Bujwanga (19)"
"CA051910569","M","NA",46,"Bujwanga (19)"
"CA030910263","F","64",51,"Bulwani (9)"
"CA030910262","M","67",51,"Bulwani (9)"
"CA030910266","M","NA",41,"Bulwani (9)"
"CA041710506","M","NA",41,"Kodiere (17)"
"CA010310087","M","NA",36,"Kokare (3)"
"CA010310086","F","NA",36,"Kokare (3)"
"CA010310083","F","37",51,"Kokare (3)"
"CA010310084","F","NA",46,"Kokare (3)"
"CA010310085","M","NA",36,"Kokare (3)"
"CA010310088","M","NA",36,"Kokare (3)"
"CA030910265","F","NA",41,"Bulwani (9)"
"CA030910264","F","NA",46,"Bulwani (9)"
"CA030910267","F","NA",41,"Bulwani (9)"
"CA030910268","M","NA",36,"Bulwani (9)"
"CA051810533","M","61",51,"Luanda (18)"
"CA010210053","F","49.5",51,"Kidera (2)"
"CA010210055","M","NA",46,"Kidera (2)"
"CA010210057","F","NA",41,"Kidera (2)"
"CA031010299","M","NA",36,"Bukati (10)"
"CA031410415","M","NA",46,"Simur East (14)"
"CA031410417","M","NA",36,"Simur East (14)"
"CA031410414","F","NA",46,"Simur East (14)"
"CA031410416","F","NA",36,"Simur East (14)"
"CA051810536","F","NA",41,"Luanda (18)"
"CA051810537","F","NA",36,"Luanda (18)"
"CA010210056","M","NA",41,"Kidera (2)"
"CA031410413","M","66",51,"Simur East (14)"
"CA031010295","M","NA",46,"Bukati (10)"
"CA031010294","F","75",51,"Bukati (10)"
"CA031010296","M","NA",41,"Bukati (10)"
"CA041510445","F","NA",41,"Namboboto (15)"
"CA041510446","M","NA",36,"Namboboto (15)"
"CA052010593","M","53",51,"Magombe East (20)"
"CA020510144","F","63",51,"Kamunuoit (5)"
"CA020510146","M","NA",41,"Kamunuoit (5)"
"CA020510143","F","40",51,"Kamunuoit (5)"
"CA020510147","M","NA",41,"Kamunuoit (5)"
"CA020510145","M","NA",41,"Kamunuoit (5)"
"CA020510148","M","NA",36,"Kamunuoit (5)"
"CA031110328","M","NA",41,"Ikonzo (11)"
"CA031110324","M","61",51,"Ikonzo (11)"
"CA031110326","M","NA",41,"Ikonzo (11)"
"CA031110327","M","NA",41,"Ikonzo (11)"
"CA030810238","F","NA",41,"Igero (8)"
"CA030810236","M","NA",41,"Igero (8)"
"CA030810235","F","NA",46,"Igero (8)"
"CA031310388","M","NA",41,"Yiro West (13)"
"CA031310386","M","NA",46,"Yiro West (13)"
"CA020610179","M","44",31,"Karisa (6)"
"CA031210353","M","NA",36,"Bumala A (12)"
"CA031210355","F","59",31,"Bumala A (12)"
"CA031210349","M","94",51,"Bumala A (12)"
"CA031210351","F","NA",41,"Bumala A (12)"
"CA031210348","F","75",51,"Bumala A (12)"
"CA031210354","F","NA",36,"Bumala A (12)"
"CA041610471","F","NA",46,"Ojwando B (16)"
"CA041610476","M","51",31,"Ojwando B (16)"
"CA041610472","F","NA",46,"Ojwando B (16)"
"CA041610477","M","42",31,"Ojwando B (16)"
"CA041610473","F","NA",41,"Ojwando B (16)"
"CA020410114","F","NA",46,"Mabusi (4)"
"CA020410112","M","54",51,"Mabusi (4)"
"CA020410118","M","65",31,"Mabusi (4)"
"CA020410117","F","NA",36,"Mabusi (4)"
"CA020410119","M","52",31,"Mabusi (4)"
"CA020410113","M","NA",46,"Mabusi (4)"
"CA030710208","F","NA",36,"Otimong (7)"
"CA030710207","F","NA",36,"Otimong (7)"
"CA030710206","F","NA",41,"Otimong (7)"
"CA030710205","M","NA",46,"Otimong (7)"
"CA030710204","M","42",51,"Otimong (7)"
"CA051910561","M","37.5",51,"Bujwanga (19)"
"CA051910565","M","NA",36,"Bujwanga (19)"
"CA041710506","M","NA",36,"Kodiere (17)"
"CA030910263","F","NA",46,"Bulwani (9)"
"CA010310087","M","51",31,"Kokare (3)"
"CA010310086","F","46",31,"Kokare (3)"
"CA010310083","F","NA",46,"Kokare (3)"
"CA010310084","F","NA",41,"Kokare (3)"
"CA010310088","M","65",31,"Kokare (3)"
"CA010310085","M","59",31,"Kokare (3)"
"CA030910265","F","NA",36,"Bulwani (9)"
"CA030910262","M","NA",46,"Bulwani (9)"
"CA030910261","M","48",51,"Bulwani (9)"
"CA030910264","F","NA",41,"Bulwani (9)"
"CA030910266","M","NA",36,"Bulwani (9)"
"CA030910267","F","NA",36,"Bulwani (9)"
"CA030910268","M","37",31,"Bulwani (9)"
"CA051810537","F","112",31,"Luanda (18)"
"CA031410412","M","45",51,"Simur East (14)"
"CA031410411","F","74",51,"Simur East (14)"
"CA031410414","F","NA",41,"Simur East (14)"
"CA031410415","M","NA",41,"Simur East (14)"
"CA031410417","M","45",31,"Simur East (14)"
"CA031410416","F","54",31,"Simur East (14)"
"CA031410413","M","NA",46,"Simur East (14)"
"CA010210051","M","109",51,"Kidera (2)"
"CA010210057","F","NA",36,"Kidera (2)"
"CA010210056","M","NA",36,"Kidera (2)"
"CA010210052","M","65.5",51,"Kidera (2)"
"CA010210055","M","NA",41,"Kidera (2)"
"CA010210053","F","NA",46,"Kidera (2)"
"CA031010292","M","63",51,"Bukati (10)"
"CA031010299","M","35",31,"Bukati (10)"
"CA031010295","M","NA",41,"Bukati (10)"
"CA031010294","F","NA",46,"Bukati (10)"
"CA031010293","M","72",51,"Bukati (10)"
"CA051810533","M","NA",46,"Luanda (18)"
"CA051810536","F","NA",36,"Luanda (18)"
"CA020610178","F","NA",36,"Karisa (6)"
"CA020610174","M","NA",46,"Karisa (6)"
"CA020610177","F","NA",41,"Karisa (6)"
"CA031010296","M","NA",36,"Bukati (10)"
"CA030910265","F","NA",36.7142857142857,"Bulwani (9)"
"CA052010591","F","39",51,"Magombe East (20)"
"CA041510446","M","26",31,"Namboboto (15)"
"CA041510445","F","NA",36,"Namboboto (15)"
"CA052010592","F","48",51,"Magombe East (20)"
"CA052010593","M","NA",46,"Magombe East (20)"
"CA020510143","F","NA",46,"Kamunuoit (5)"
"CA020510147","M","NA",36,"Kamunuoit (5)"
"CA020510146","M","NA",36,"Kamunuoit (5)"
"CA020510144","F","NA",46,"Kamunuoit (5)"
"CA020510145","M","NA",36,"Kamunuoit (5)"
"CA020510148","M","49",31,"Kamunuoit (5)"
"CA031110323","F","97.5",51,"Ikonzo (11)"
"CA031110324","M","NA",46,"Ikonzo (11)"
"CA031110328","M","NA",36,"Ikonzo (11)"
"CA031110326","M","NA",36,"Ikonzo (11)"
"CA031110327","M","NA",36,"Ikonzo (11)"
"CA031110322","F","59",51,"Ikonzo (11)"
"CA031110321","M","47",51,"Ikonzo (11)"
"CA030810238","F","NA",36,"Igero (8)"
"CA030810233","M","77",51,"Igero (8)"
"CA030810236","M","NA",36,"Igero (8)"
"CA030810235","F","NA",41,"Igero (8)"
"CA031310388","M","NA",36,"Yiro West (13)"
"CA031310384","M","NA",46,"Yiro West (13)"
"CA031310386","M","NA",41,"Yiro West (13)"
"CA031310383","F","NA",46,"Yiro West (13)"
"CA031310387","F","NA",41,"Yiro West (13)"
"CA031310385","F","NA",46,"Yiro West (13)"
"CA010110025","F","37",51,"East Siboti (1)"
"CA010110029","M","NA",36,"East Siboti (1)"
"CA010110026","M","NA",46,"East Siboti (1)"
"CA010110024","M","64",51,"East Siboti (1)"
"CA020610176","M","NA",46,"Karisa (6)"
"CA020610178","F","NA",41,"Karisa (6)"
"CA020610174","M","109.5",51,"Karisa (6)"
"CA020610177","F","NA",46,"Karisa (6)"
"CA020610179","M","NA",36,"Karisa (6)"
"CA031210353","M","NA",41,"Bumala A (12)"
"CA031210355","F","NA",36,"Bumala A (12)"
"CA031210354","F","NA",41,"Bumala A (12)"
"CA041610471","F","51",51,"Ojwando B (16)"
"CA041610472","F","108",51,"Ojwando B (16)"
"CA041610476","M","NA",36,"Ojwando B (16)"
"CA041610477","M","NA",36,"Ojwando B (16)"
"CA041610473","F","NA",46,"Ojwando B (16)"
"CA020410114","F","76",51,"Mabusi (4)"
"CA020410118","M","NA",36,"Mabusi (4)"
"CA020410117","F","NA",41,"Mabusi (4)"
"CA020410119","M","NA",36,"Mabusi (4)"
"CA051910569","M","60",51,"Bujwanga (19)"
"CA030710208","F","NA",41,"Otimong (7)"
"CA030710207","F","NA",41,"Otimong (7)"
"CA030710205","M","44",51,"Otimong (7)"
"CA030710206","F","NA",46,"Otimong (7)"
"CA051910565","M","NA",41,"Bujwanga (19)"
"CA051910562","M","NA",46,"Bujwanga (19)"
"CA041610477","M","NA",37.7142857142857,"Ojwando B (16)"
"CA031310384","M","46",51,"Yiro West (13)"
"CA031310383","F","60",51,"Yiro West (13)"
"CA031310387","F","NA",46,"Yiro West (13)"
"CA031210353","M","NA",46,"Bumala A (12)"
"CA031210355","F","NA",41,"Bumala A (12)"
"CA031210354","F","NA",46,"Bumala A (12)"
"CA020410117","F","NA",46,"Mabusi (4)"
"CA041610476","M","NA",41,"Ojwando B (16)"
"CA030710207","F","NA",46,"Otimong (7)"
"CA030710206","F","75",51,"Otimong (7)"
"CA020410119","M","NA",41,"Mabusi (4)"
"CA020410118","M","NA",41,"Mabusi (4)"
"CA030710208","F","NA",46,"Otimong (7)"
"CA020510147","M","NA",46,"Kamunuoit (5)"
"CA020510146","M","NA",46,"Kamunuoit (5)"
"CA020510145","M","NA",46,"Kamunuoit (5)"
"CA020510148","M","NA",41,"Kamunuoit (5)"
"CA031110327","M","NA",46,"Ikonzo (11)"
"CA051910565","M","NA",46,"Bujwanga (19)"
"CA051910562","M","61",51,"Bujwanga (19)"
"CA041710506","M","NA",46,"Kodiere (17)"
"CA010310086","F","NA",41,"Kokare (3)"
"CA010310087","M","NA",41,"Kokare (3)"
"CA010310084","F","50",51,"Kokare (3)"
"CA010310085","M","NA",41,"Kokare (3)"
"CA010310088","M","NA",41,"Kokare (3)"
"CA030910264","F","61",51,"Bulwani (9)"
"CA030910266","M","NA",46,"Bulwani (9)"
"CA030910268","M","NA",41,"Bulwani (9)"
"CA030910267","F","NA",46,"Bulwani (9)"
"CA030910265","F","NA",46,"Bulwani (9)"
"CA041510445","F","NA",46,"Namboboto (15)"
"CA051810537","F","NA",41,"Luanda (18)"
"CA051810536","F","NA",46,"Luanda (18)"
"CA031410414","F","68",51,"Simur East (14)"
"CA031410415","M","32",51,"Simur East (14)"
"CA031410417","M","NA",41,"Simur East (14)"
"CA031410416","F","NA",41,"Simur East (14)"
"CA010210055","M","71",51,"Kidera (2)"
"CA010210056","M","NA",46,"Kidera (2)"
"CA031010299","M","NA",41,"Bukati (10)"
"CA031010296","M","NA",46,"Bukati (10)"
"CA010210057","F","NA",46,"Kidera (2)"
"CA031010295","M","77",51,"Bukati (10)"
"CA041510446","M","NA",41,"Namboboto (15)"
"CA031310385","F","59",51,"Yiro West (13)"
"CA010110029","M","NA",41,"East Siboti (1)"
"CA010110026","M","97.5",51,"East Siboti (1)"
"CA020610176","M","105",51,"Karisa (6)"
"CA020610178","F","NA",46,"Karisa (6)"
"CA020610177","F","80",51,"Karisa (6)"
"CA020610179","M","NA",41,"Karisa (6)"
"CA041610473","F","85",51,"Ojwando B (16)"
"CA010310086","F","NA",46,"Kokare (3)"
"CA010310087","M","NA",46,"Kokare (3)"
"CA010310088","M","NA",46,"Kokare (3)"
"CA010310085","M","NA",46,"Kokare (3)"
"CA010310085","M","85",51,"Kokare (3)"
"CA010310087","M","74",51,"Kokare (3)"
"CA010310086","F","64",51,"Kokare (3)"
"CA010310088","M","77",51,"Kokare (3)"
"CA030910268","M","44",51,"Bulwani (9)"
"CA051810537","F","144",51,"Luanda (18)"
"CA031410417","M","43",51,"Simur East (14)"
"CA031410416","F","73",51,"Simur East (14)"
"CA041510446","M","41",51,"Namboboto (15)"
"CA020510148","M","70.5",51,"Kamunuoit (5)"
"CA031110326","M","NA",46,"Ikonzo (11)"
"CA030810235","F","80",51,"Igero (8)"
"CA030810236","M","NA",46,"Igero (8)"
"CA031110328","M","NA",46,"Ikonzo (11)"
"CA030810238","F","NA",46,"Igero (8)"
"CA031310388","M","NA",46,"Yiro West (13)"
"CA031310386","M","58",51,"Yiro West (13)"
"CA030810237","F","NA",46,"Igero (8)"
"CA010110029","M","NA",46,"East Siboti (1)"
"CA020610178","F","76",51,"Karisa (6)"
"CA020610179","M","NA",46,"Karisa (6)"
"CA031210353","M","61",51,"Bumala A (12)"
"CA031210355","F","NA",46,"Bumala A (12)"
"CA031210354","F","65",51,"Bumala A (12)"
"CA041610476","M","NA",46,"Ojwando B (16)"
"CA020410117","F","123",51,"Mabusi (4)"
"CA020410118","M","NA",46,"Mabusi (4)"
"CA030710208","F","99",51,"Otimong (7)"
"CA030710207","F","56",51,"Otimong (7)"
"CA020410119","M","NA",46,"Mabusi (4)"
"CA051910565","M","52",51,"Bujwanga (19)"
"CA041710506","M","66",51,"Kodiere (17)"
"CA030910265","F","76",51,"Bulwani (9)"
"CA030910266","M","50",51,"Bulwani (9)"
"CA030910267","F","49",51,"Bulwani (9)"
"CA030910268","M","NA",46,"Bulwani (9)"
"CA051810536","F","54",51,"Luanda (18)"
"CA051810537","F","NA",46,"Luanda (18)"
"CA031410417","M","NA",46,"Simur East (14)"
"CA010210057","F","75",51,"Kidera (2)"
"CA031410416","F","NA",46,"Simur East (14)"
"CA031010296","M","57",51,"Bukati (10)"
"CA031010299","M","NA",46,"Bukati (10)"
"CA031010298","F","96",51,"Bukati (10)"
"CA041510446","M","NA",46,"Namboboto (15)"
"CA041510445","F","89",51,"Namboboto (15)"
"CA031110326","M","NA",49.2857142857143,"Ikonzo (11)"
"CA020510146","M","76",51,"Kamunuoit (5)"
"CA020510147","M","61",51,"Kamunuoit (5)"
"CA020510145","M","67",51,"Kamunuoit (5)"
"CA020510148","M","NA",46,"Kamunuoit (5)"
"CA031110328","M","70",51,"Ikonzo (11)"
"CA031110327","M","48",51,"Ikonzo (11)"
"CA030810238","F","68",51,"Igero (8)"
"CA030810237","F","80",51,"Igero (8)"
"CA030810236","M","77",51,"Igero (8)"
"CA031310388","M","64",51,"Yiro West (13)"
"CA010110029","M","73",51,"East Siboti (1)"
"CA020610179","M","54",51,"Karisa (6)"
"CA031210355","F","76",51,"Bumala A (12)"
"CA041610476","M","59",51,"Ojwando B (16)"
